tweet id, tweet, label
'296959823168303105',"!Queensland flood toll rises to six http://t.co/WbLyyG4J",on-topic
'296218940491829250',"Australia flood affects thousands, kills four - WJLA http://t.co/hnpouQDt",on-topic
'295542330159669250',"RT @bbcweather: Flash flood warning in Australia. New South Wales prepares for storms.  More details with Ben Rich.  http://t.co/sGkCI6s ...",on-topic
'295669671275921411',"Good luck to everyone in Queensland flood areas, please stay safe",on-topic
'296248290796765184',"@BarbaraJWalters PLEASE HELP THE Queensland AUSTRALIA RED CROSS FUND for the flood affected families especially in Bundaberg and Gympie!!!",on-topic
'295759015521169409',"there's a big flood in Queensland and the only thing i can relate is the banana price which will skyrocket any minutes now :(",on-topic
'297315268152131584',"RT @iPhoneographyOz: #TGIF don't worry guys, the waters are now beginning to drop gradually :-)) #Flood #Australia http://t.co/n7cNpaq4",on-topic
'296428096339443712',"@TheEllenShow I asked god what he was burning Ellen he replyed just Australia I'm bout to wash it down with a flood :) got to laugh dnt we",on-topic
'295669724396785664',"RT @SmokeBustersAus: Good luck to everyone in Queensland flood areas, please stay safe",on-topic
'295850409375981569',"RT @peterjhinton: Two states engulfed in disaster. The Australian goes with Tony Abbott says Labor may seek new Queensland flood levy  ...",on-topic
'296385163619868674',"RT @NewsDetector: Australia faces flood 'crisis' -  The BBC's Nick Bryant reports on rooftop rescues across Queensland The Australian... ...",on-topic
'296105147073966080',"Photos: Flood water rises in Australia http://t.co/BidsoYFI",on-topic
'295802763663781888',"RT @AustNetworkTV: Flood crisis in Australia - watch #abcnews24 live stream for rolling coverage (geoblock lifted for today & tomorr ...",on-topic
'295755175543582720',"RT @geeksrulz: LIVE shot of Mr -63% in Queensland helping with the flood photo op.  http://t.co/EYObGpHc  #auspol  #StopTheStunts",on-topic
'296093721022324736',"Prayers for the flood-affected in Queensland and parts of NSW!",on-topic
'296462073842511872',"RT @australian: Man's body found in Lockyer Valley: THE death toll in Queensland's flood disaster is set to rise with police rep... http ...",on-topic
'296841788751216640',"Uniting Church in Australia Flood Appeal http://t.co/WKErtT05",on-topic
'295482795420172289',"RT @nialls_swag: Queensland, the only state to have flood, tornado and fire warnings all in one night.",on-topic
'295884735606054912',"RT @ahmedalkhobar: @saudiinaus @SauClubBrisbane Watch Flood hits Queensland and foam car appears out of nowhere FUNNY on YouTube - htt ...",off-topic
'295890562144423937',"“@TenLateNews: Tony Abbott says Labor may seek new Queensland flood levy http://t.co/TZFVlDE9 @mattdoran22” -didn't know he was labor leader",on-topic
'295938963934429185',"Australia faces flood 'crisis' -  The BBC's Nick Bryant reports on rooftop rescues... http://t.co/HGbFKHCH",on-topic
'295755216270270465',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/1ZApgL6X",on-topic
'296075705979117570',"RT @newscomauHQ: 7500 displaced by Bundaberg floods: QUEENSLAND Premier Campbell Newman says flood devastation in Bundaberg is mo... htt ...",on-topic
'295721185340170240',"Queensland's flood crisis deepens as death toll rises to three - The Australian: Brisbane TimesQueensland's floo... http://t.co/O3b9A33M",on-topic
'296890341133520897',"Details on flood assistance for #Queensland small businesses in today's special edition of TEQ Industry News - https://t.co/Lv94IhiL",on-topic
'295771743891632128',"Update: 3 die in Australia flood waters since the weekend - @AP http://t.co/31ltGAQk",on-topic
'296016890810204160',"RT @Y7News: Death toll from Queensland flood crisis rises to four following the death of a three-year-old boy http://t.co/PmELZbCx #Qldf ...",on-topic
'296091973520076801',"Can we just be Australia and have a sea foam flood instead?",on-topic
'296708155214286848',"AUSTRALIA Deadly DISTRESS & PERLEXITY Tornado Flood Foam Dust storm Heat Fire Cyclone 1.30.13 http://t.co/xI7VVt5J",on-topic
'295723327975211009',"RT @abcsouthqld: Master Electricians Australia has a free hotline to help flood homeowners reconnect power supplies once waters have rec ...",on-topic
'296411089837641728',"Looks like it's flood time in Australia again. #mothernaturesabitch",on-topic
'296117717113638912',"‘‘Once again, sadly Queensland is facing a major disaster crisis. It was supposed to be a 1-in-100-year flood, not a 1-in-2-year flood.’’",on-topic
'295678899445190657',"My brother moved to the country for a quiet life. Not sure he expected this. #Bundaberg #Flood #Queensland http://t.co/QriWynzp",on-topic
'296820757391085569',"Power still cut to flood-hit community: A COMMUNITY in Queensland faces its fifth day without power as fallen ... http://t.co/mf562KWz",on-topic
'295729108355264513',"My prayers are going out to all of the people in the flood and fire zones in Australia at the moment. http://t.co/gDZUOZg3",on-topic
'296249125467455488',"[NewSci] Australia lurches from fire to flood: Floods have hit the east coast of Australia before recent bush fi... http://t.co/apG0nGr9",on-topic
'295788304740253696',"Flood worsens in eastern Australia http://t.co/x2opwUK5",on-topic
'296082608603934721',"Good to know the Queensland Tennis Centre is ok this time in the flood...",on-topic
'296379505604435968',"New post: Two missing as Queensland's flood recovery begins - The Australian http://t.co/k7x1GwVr",on-topic
'295866336112943105',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/qNlb1Ql7",on-topic
'296783763793383424',"#Queensland #Floods. The motivation to get flood #Planning right via @ConversationEDU \http://t.co/jCPayDnp #Infrastructure #Property #Aust",on-topic
'295744575698513920',"Tony Abbott says Labor may seek new Queensland flood levy - The Australian: http://t.co/7poaX37o.auTony Abbott sa... http://t.co/cMFuAWzu",on-topic
'296148968663048193',"“@Earth_News: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/7GK5Y4ki @guardian”",on-topic
'296124085199585281',"RT @MjWynnRocks: My thoughts with all the flood victims. Go Australia",on-topic
'295691152995258368',"Flooding hits eastern Australia: Hundreds of homes are inundated and and several people reported missing as flood waters rise in the ...",on-topic
'296063424671133696',"Brisbane braces amid Australian flood disaster: BRISBANE, Australia: Deadly floodwaters were sweeping down Austr... http://t.co/0HGcDjzp",on-topic
'295747466102460416',"@theqldpremier says this is a major flood crisis for the people of queensland... however they're up to the challenge #bigwet",on-topic
'295756598293442560',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/a8hQbafa",on-topic
'296156903514451968',"$WWR Queensland and New South Wales Flood Update http://t.co/EXYBYyG1",on-topic
'295866008760098816',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/ku0HKb14",on-topic
'297226426132869120',"RT @SBSNews: Shock turns to rage in flood-hit Queensland: http://t.co/xd2EGDUY",on-topic
'295867297585836032',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/zaMRL78G",on-topic
'296100630890696705',"Photos: Flood water rises in Australia:  http://t.co/5igiFM8I",on-topic
'296247359791312896',"Will be in flood affected rural Queensland until Friday as part of a School Camp. As such the next Frame will be next week. #futuristex",on-topic
'296127650706100224',"mother nature was wierd today, tje flood.in australia earlier & now the hailstorm we just had over here crazyyy",on-topic
'295759977811959808',"Queensland's flood crisis deepens - The Australian http://t.co/mCNZ5XQG #TFB @Kaijzer",on-topic
'296539063199092736',"Australia flood death toll grows http://t.co/tg3Xvxk2 #worldnews",on-topic
'297447856095240193',"Queensland Flood: Astronaut tweets flood photos from space http://t.co/rab2nuCH",on-topic
'296249743930171392',"Australia lurches from fire to flood http://t.co/C6x8Uxnk",on-topic
'296247966631608320',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295721171368935424',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/1rq3DuDX",on-topic
'296247431002218497',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'296185349800071168',"New South Wales braces for river peaks as Queensland counts flood cost: Four deaths confirmed from torrential ra... http://t.co/417AlqQP",on-topic
'295680928049684480',"RT @postboxadam: Watching @melissadoyle lead outstanding #7news coverage of the flood emergency in Queensland.  Very good reporting team.",on-topic
'295703037777940480',"RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...",on-topic
'295774747986362369',"RT @DocTwon: Abbott maintains 2011 Queensland flood levy was bad Labor tax despite raising $1.8B for rebuilding: Qld reject LNP!  http ...",on-topic
'296009626837721089',"Please keep my friends and family in Australia in your prayers...They are being devastated by flood waters right now. : (",on-topic
'297147361975758848',"DTN Japan: Gladstone flood victims returning home: Floodwaters are receding at Gladstone, in central Queensland,... http://t.co/ZDl6yXp3",on-topic
'296765256334704640',"RT @GGAusPtyLtd: Troops lend muscle to Queensland's flood recovery - ABC Online: http://t.co/dJPd5uF8.auTroops lend muscle to Quee... ht ...",on-topic
'296576324091408384',"Army heading to bundy. #army #australia #qld #queensland #military #flood #wet #weather http://t.co/Y9V0Wcc9",on-topic
'295766354806579201',"RT @Disaster_Center: Flash Flood - Australia - Australia: EDIS Number: FF-20130128-38017-AUSDate / time: 28/01/2013 04:34:52 [UTC]Eve... ...",on-topic
'296177683434455040',"RT @guardian: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/sb3n2aMW",on-topic
'295801169777922048',"Flood hits Queensland and foam car appears from nowhere and nearly kills two police officers: http://t.co/B7lRHsRV",on-topic
'295747556795899907',"RT @theqldpremier: This is a major flood crisis for the people of Queensland, but we will get through this. -PT",on-topic
'295752102007959552',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296007327763554304',"Does anyone know anyone from Wanganui who is in Bundaberg or one of the other flood-affected areas in Australia?... http://t.co/zQz4VARb",on-topic
'295645763738955776',"Queensland's flood crisis deepens: SEARCHES have resumed for at least three people feared drowned in floodwaters... http://t.co/qV9AjoGA",on-topic
'295937544577748993',"Helicopters Deployed to Rescue Flood Victims in E Australia after cyclone #Oswald hits - Businessweek http://t.co/Az55E2j0 #disaster",on-topic
'295760958977089536',"Only in Australia do u find a woman outside in the middle of a flood cutting a hedge that is completly underwater",on-topic
'295698062289027072',"Live coverage: Queensland flood crisis - AU VERSION MONDAY 28 - Yahoo!7 http://t.co/9YwcUDNg  via @Y7News",on-topic
'295867021386723330',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/Z5MtTy5e",on-topic
'296180025714155520',"RT @maltesemanor: NO! we've suffered enough! MT @NewsTalk4BC The prime minister will visit Queensland in coming days to the flood-ravage ...",on-topic
'295865935007457280',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/w33JhRrP",on-topic
'295757312457596929',"Top Stories #news Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/y3GneicP",on-topic
'296566193144332288',"DTN Taiwan: Taiwanese man on working holiday in Australia dies in flood: Taipei, Jan. 30 (CNA) A Taiwanese man o... http://t.co/3dZrV3c6",on-topic
'296053028501475328',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295643201006612480',"Qld premier launches flood appeal: THE Queensland Flood Appeal has been launched by the premier, who kick-starte... http://t.co/tEXWmJ2d",on-topic
'295653265843027968',"Homes in Bundaberg, Queensland, inundated by flood waters. Areas that were bushfire risk now being flooded. #SummerinAustralia ...... #Fife",on-topic
'296195838760341505',"Giddings offers flood support: TASMANIA has offered a helping hand to flood-affected residents of Queensland and... http://t.co/ehyZAjZG",on-topic
'296189574261121024',"Deadly floodwaters rise in eastern Australia: At least four people dead as torrential rains severely flood sever... http://t.co/bf9KNFE3",on-topic
'295779058233524225',"Pray for the flood that happens in australia right now, especially to queensland..... #saveaustralia",on-topic
'295760244045398016',"#Latest #News Queensland's flood crisis deepens - The Australian: Sydney Morning HeraldQueensland's flood... http://t.co/DEwiOAnS #BNews",on-topic
'295758240921313285',"Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/9RXoRWDC",on-topic
'296382481077260290',"Drama continues as rivers keep rising: QUEENSLAND'S flood emergency is not over yet, with entire suburbs in Bund... http://t.co/eVQami7W",on-topic
'295505509786742784',"FLOOD WARNINGS CURRENT FOR SE QUEENSLAND AND NE NSW",on-topic
'296103129060089857',"RT @InsideHistory Preserving your flood damaged treasures and heirlooms - a @slqld blog :: http://t.co/yRq7HC0l  #bigwet #queensland",on-topic
'295702460914348032',"RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...",on-topic
'296325118643294209',"RT @612brisbane: You can help flood victims by donating to the Red Cross Queensland Flood Appeal http://t.co/6YEjb3di #bigwet #qldfloods",on-topic
'295864867569676288',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/rgOwPUWo",on-topic
'296749624079831042',"Flood waters head for the cotton fields: It's a wait and see game for cotton growers on the Queensland-NSW borde... http://t.co/wHBh2WnS",on-topic
'296260222241099777',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295882433398722560',"RT @ahmedalkhobar: @saudiinaus @SauClubBrisbane Watch Flood hits Queensland and foam car appears out of nowhere FUNNY on YouTube - htt ...",on-topic
'296367325744070656',"Queensland lags on #flood #insurance. Survey highlights less than 40% do not have cover. #qldfloods http://t.co/kDkwW2fa",on-topic
'296100369472290816',"Photos: Flood water rises in Australia http://t.co/Ehc0nEQb",on-topic
'295757298293411840',"Queensland's flood crisis deepens as death toll rises to three - The Australian: Brisbane TimesQueensland's floo... http://t.co/y0p92bC3",on-topic
'296416079834644480',"Australia lurches from fire to flood - http://t.co/nr9QYyZi",on-topic
'296393858101690368',"RT @theheraldsun: Two missing as #Queensland's flood recovery begins http://t.co/hWZ3UBG2 #QldFloods",on-topic
'295951854297288705',"RT @JanoskiansGangs: omg massive flood warnings in Australia",on-topic
'295707460231114752',"RT @abcsouthqld: Master Electricians Australia has a free hotline to help flood homeowners reconnect power supplies once waters have rec ...",on-topic
'297307861980164096',"@TenLateNews My thoughts go out to all of the flood and fire victims around Australia, stay strong",on-topic
'296144653672120320',"Queensland counts flood cost as New South Wales braces for river peaks: Four deaths confirmed from torrential ra... http://t.co/f6ZxVTU3",on-topic
'296725783060312064',"? @circleofblue: #Australia immersed in #flood cleanup --some communities short of #food , power & #water @guardianeco http://t.co/g4AWI43o",on-topic
'296160225172525056',"????? Flood hits Queensland and foam car appears out of nowhere FUNNY (http://t.co/e1fdUaAN) ?? @YouTube",on-topic
'295952125056397312',"Ma peeps in Brisbane and the east of Australia with flood warnings, wishing y'all the best, good luck & ily x",on-topic
'295889995741417474',"Flood disaster engulfs two states - The Australian: Brisbane TimesFlood disaster engulfs two statesThe Australia... http://t.co/S7Nmn6Ua",on-topic
'296319282101510144',"#Sydney Queensland lags on flood insurance http://t.co/kzNlQdJR",on-topic
'295686132144959488',"#News Flood crisis unfolding in Lockyer Valley: A serious flood crisis is emerging in Queensland's Lockyer Valle... http://t.co/l4HLIIAU",on-topic
'295739654106382336',"Abbott raises spectre of new flood levy: TONY Abbott has warned Labor may seek to raise taxes to fund Queensland... http://t.co/h0N58WkZ",on-topic
'295820386359201793',"RT @RockitRadioNews: #Queensland #Australia -- Flood waters are raising in South Eastern Queensland and the storms are now hitting North ...",on-topic
'295746624146272257',"Sorry kids. Queensland schools will be open tomorrow. Some schools in flood affected areas will be closed though. #bigwet #bummer",on-topic
'296482606021754880',"RT @brisbanetimes: Sad news: A second body has been found in Sandy Creek. Bringing the toll from the Queensland flood disaster to six. h ...",on-topic
'295647807392583680',"Queensland's flood crisis deepens - The Australian: http://t.co/8c4sh46P.auQueensland's flood ... http://t.co/oaogWwJl #InstantFollowBack",on-topic
'296088943877816321',"RT @Animegaga: I hope people in the flood areas in Australia are ok. ; ~ ;",on-topic
'296185528859107328',"New South Wales braces for river peaks as Queensland counts flood cost: Four deaths confirmed from torrential ra... http://t.co/9Kjih7C6",on-topic
'296391427385081858',"The RACQ says there are fuel shortages in some flood affected parts of C and S Queensland @abcnews at 9 @612brisbane #bigwet",on-topic
'295889130976595968',"VIDEO: Chopper pulls toddler from flood: Dramatic video out of flood-stricken Queensland, Australia, captured th... http://t.co/TXTW4YFl",on-topic
'296829141620240385',"@BetteMidler: 21/2 ft of rain fell on Queensland Australia yesterday, second major flood in two years. Here Qlders are bred tough B :-)",on-topic
'295761602353967106',"Queensland's flood crisis deepens - The Australian: Sky News AustraliaQueensland's flood crisis deepensThe Austr... http://t.co/ErLs1UdB",on-topic
'296498866503704576',"@Cmdr_Hadfield Hello, I'm from Xinhua News Agency, I'm just wondering if we can use this photo for the Queensland flood story? thanks",on-topic
'296281485953077248',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295787032935030784',"RT @iTnews_au: Telstra flies in crew to repair flood-damaged fibre: Broadband, mobile outages in wake of Queensland floods. http://t.co/ ...",on-topic
'295866698333052929',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/8cT00FbG",on-topic
'296232139224125440',"@Cmdr_Hadfield thank you Chris, I don't know if you are aware Bills daughter is living in Australia and her area is starting to flood.",on-topic
'295522756701872128',"«Bundaberg Set For Worst Flood In A Century As Insurers Declare Catastrophe For All Of Queensland!»",on-topic
'295769394565509120',"Family of seven among those rescued in Queensland flood crisis http://t.co/iKtg9WI6",on-topic
'296086261968560128',"#brisbane river swollen from the flood http://t.co/3pA2oZ0P #Qldfloods #Bigwet #Ballina #Yamba #Australia #Queensland via @our_oyster",on-topic
'295757075009634304',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296246918978363392',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295821353121112064',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'296499445820960768',"RT @rosemaryCNN: As flood waters recede in Qld, #Australia, attention turns 2 relief & recovery. Police reportedly find a 5th victim ...",on-topic
'296635102631436288',"“@BetteMidler 21/2 ft of rain fell on Queensland Australia yesterday, second major flood in two years.”",on-topic
'296077916146647041',"Great coverage from The No.1 News Service in Australia @7NewsSydney great coverage and wrap up of Flood disaster!!! Rock on @7NewsSydney",on-topic
'295792312624222208',"Flood worsens in eastern Australia http://t.co/VCqUoLj1",on-topic
'295741342875791360',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295514217694498816',"RT @7NewsBrisbane: Foam from rough waves at Alexandra Headland resembles snow on the Sunshine Coast #staysafe #bigwet #queensland #flood ...",off-topic
'295866215052746752',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/kmw86YKf",on-topic
'296025109121093632',"My thoughts are with all those who have been affected by the flood crisis in Queensland and New South Wales.",on-topic
'296382477440806912',"Drama continues as rivers keep rising: QUEENSLAND'S flood emergency is not over yet, with entire suburbs in Bund... http://t.co/Hh8RYTPS",on-topic
'295992493093298176',"RT @interactionorg: 'Major flood crisis' hits Queensland, Australia: http://t.co/2VBNwn5k, via @BBC",on-topic
'296071563348955136',"NEWS: Brisbane braces amid Australian flood disaster: BRISBANE, Australia—Deadly floodwaters were sweeping down ... http://t.co/pLfZnDtf",on-topic
'295486057187770368',"PM urges people to heed flood warnings - Sky News Australia http://t.co/il9WsdvS",on-topic
'295853511902642177',"These flood in Queensland are bad this game of free for all in halo is for bundaberg",on-topic
'296467909901971457',"RT @SBSNews: Stunning Queensland flood pictures taken from space http://t.co/LMDKBGEM",on-topic
'295865626415726592',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/UERZJkuy",on-topic
'295665391911444481',"Queensland's flood crisis deepens - The Australian: Sky News AustraliaQueensland's flood crisis deepensThe Austr... http://t.co/VVnzwfSm",on-topic
'295626228394774529',"Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW",on-topic
'295751321045307392',"#2013 #queensland #flood #insane #water #fun http://t.co/4HrkYJpl",on-topic
'296170702770421760',"RT @guardiannews: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/V59FbXBQ",on-topic
'295821203812282369',"@KingslandLife Time to stop crying at Murray's losing the finals in Australia - its causing the Lugg to flood.",off-topic
'296747838476517376',"Flood waters head for the cotton fields: It's a wait and see game for cotton growers on the Queensland-NS... http://t.co/qFSwBCtz #water",on-topic
'295865905349529600',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/ud17wWrk",on-topic
'296151377854492673',"Queensland counts flood cost as New South Wales braces for river peaks http://t.co/mJgZiDgJ #braces #Cost #counts #Flood #peaks",on-topic
'295738666746257408',"RT @GrillTeam: The Queensland government has set up an information line for the flood crisis.. the number is 1800 173 349 #qldflood",on-topic
'295866783150247938',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/VwZE2sHi",on-topic
'296152023156539393',"Queensland counts flood cost as New South Wales braces for river peaks - The Guardian http://t.co/QXXUKCF3 #world",on-topic
'296786110426791936',"Queensland Treasurer Tim Nicholls spoke to Steve Austin today about flood disaster funds http://t.co/Auk4dzTK",on-topic
'296614431444594689',"RT @AJEWeather: A clean-up operation is underway in NE Australia as flood waters begin to recede.",on-topic
'296465270703280129',"#National ? Fifth flood death confirmed in Queensland: Police say they have found the body of Qld's fifth flood ... http://t.co/9uArF7Rb",on-topic
'296988791242096640',"Social Media critical in #Queensland flood event to communicate transport/evac info- http://t.co/zIlPRZgT #smem",on-topic
'295744650235478018',"AUSTRALIA: RT @abcnews: LIVE: Queensland Premier Campbell Newman is giving an update on Queensland flood crisis http://t.co/Jj9S057T",on-topic
'295696773811425282',"RT @sunriseon7: More images from the Queensland flood crisis #sun7 #qldfloods http://t.co/c88celZO",on-topic
'295774655044804608',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295681981725949952',"Daring rescue of teenager from flood waters: Australia reels from surging floods http://t.co/Qe5FcKlW",on-topic
'295803142673674240',"RT @AustNetworkTV: Flood crisis in Australia - watch #abcnews24 live stream for rolling coverage (geoblock lifted for today & tomorr ...",on-topic
'295862030706024448',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295522817615728641',"RT @taymisaurus: i love/hate that one side of australia can flood at the same time another side can have heaps of bushfires burning.",on-topic
'295631354912206850',"RT @NickBryantOz: An only in Australia? Prime Minister visits fire-affected communities, opposition leader visits flood-affected communi ...",on-topic
'296892351991914496',"@mrlippman @ThisIsRobThomas Please could you kindly RT ? Donations to QUEENSLAND FLOOD APPEAL 2013 can be made via http://t.co/lLylAdiO",on-topic
'296989281958899715',"#australia #talk Newman vows to flood-proof towns: PREMIER Campbell Newman has vowed to do what ... http://t.co/x0Co7zbO #teamfollowback",on-topic
'296150880523284480',"RT @guardian: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/sb3n2aMW",on-topic
'295865508836827136',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/p3re0uMX",on-topic
'296101344245346304',"Photos: Flood water rises in Australia http://t.co/rBgYytsR",on-topic
'295851404264886272',"RT @PollyMaeve: So so sad seeing the flood vision :-( poor Australia really does cop it from Mother Nature.",on-topic
'295672245840400385',"Thinking we need a man-made river to take all the flood water out of Queensland to the outback & other areas that need water.",on-topic
'296302533801021440',"flood map ipswich: Queensland floods: 2011 floods in Queensland hit Brisbane and Ipswich after Toowoomba | Crike... http://t.co/yHovlOcy",off-topic
'297207812377964544',"RT @ClimateComms: Australia: Experts say this 1000 yr flood is more devastating than the last 1000 yr flood, which was only 2 years ago. ...",on-topic
'295832250866614272',"RT @diversion2006: everyone in areas of flood and heavy rains in Australia. my thoughts are with you. stay safe and be vigil. please tak ...",on-topic
'296261689903558659',"RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather",on-topic
'295841379656032256',"RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...",on-topic
'295809898049056768',"RT @Y7News: Live streaming coverage of the Queensland flood crisis http://t.co/E8LZoQeu #Qldfloods",on-topic
'296189556359847939',"Deadly floodwaters rise in eastern Australia: At least four people dead as torrential rains severely flood sever... http://t.co/fYWFLPqp",on-topic
'297271274156195840',"Today SES Tasmania has answered a call from Queensland to assist the flood ravaged Gold Coast area in emergency... http://t.co/vNrV7Ss0",on-topic
'295866885390618624',"Baby stuffed in bag, hoisted from flood: Australia's powerful storms led to an amazing rescue of two women and a... http://t.co/VD5KPZaE",on-topic
'295619321491763201',"@AnnaleeRoses imagine how ppl are in flood ravaged areas of Queensland; many areas have NO phone - mobile etc, not even emergency numbers!",on-topic
'296102047693029376',"Photos: Flood water rises in Australia:  http://t.co/naX7LkDX",on-topic
'296891768820101120',"RT @InsuranceIns: Queensland flood damage bill reaches Aus$290m; costs set to rise: The devastating flooding in Queensland... http://t.c ...",on-topic
'296098612415434753',"#AdityaRamadana Photos: Flood water rises in Australia http://t.co/wMs3x8PK",on-topic
'297380945974153217',"http://t.co/tWf2W5vR: You're watching... Flood kills four, leaves thousand homeless in Australia. Advertisement… http://t.co/hIzLZL9C",on-topic
'296003448057507841',"We're keeping the Bowls Queensland website updated with any information about flood and storm-affected bowls... http://t.co/sebvmkvn",on-topic
'296157100403462144',"Queensland counts flood cost as New South Wales braces for river peaks http://t.co/DirGZA5p via @guardian",on-topic
'295669475007668224',"Why does Queensland flood around this time every year",on-topic
'296720919504752643',"@SeeAustralia any chance of a retweet to assist those in flood areas of Queensland? http://t.co/FAFMpnOs #bigwet",on-topic
'296464763704180737',"Body of fifth flood victim found: POLICE have found the body of Queensland's fifth flood victim in a car in the ... http://t.co/kekFmFSu",on-topic
'295766002392760322',"Incredible video from froth flood in Australia. http://t.co/1I6e6OM4",on-topic
'297439363082616832',"Flood affected residents in #Bundaberg are now returning to their homes to inspect the #bigwet flood damage to homes. #queensland #news #qld",on-topic
'295660473225990144',"To all our members and friends in flood affected Queensland. We are thinking if you…hope you stay safe.",on-topic
'296004011063128064',"RT @Y7News: Death toll from Queensland flood crisis rises to four following the death of a three-year-old boy http://t.co/PmELZbCx #Qldf ...",on-topic
'296009643854032900',"The Queensland flood crisis has now claimed four lives #Newsroom",on-topic
'296495727134253056',"RT @Harrysbabycakes: Stay safe from the flood everyone in Australia.",on-topic
'295481544808747008',"My street... #bigwet #Queensland #australia #rain #crazy #weather #street #home #flood http://t.co/JkZxGtkd",off-topic
'296348802871349248',"Thoughts go out to the flood victims of Queensland and NSW. Band together and fight on people's. #floods",on-topic
'295768161167499264',"'Update: major #flood crisis unfolds in Queensland http://t.co/WChMXIpd",on-topic
'296484063173304320',"yo Queensland flood disaster, imma let you finish, but the i'm about to call the longest election run of all time! - Julia Gillard",on-topic
'296661273821720576',"RT @darcypaterson: Queensland counts flood cost as New South Wales braces for river peaks http://t.co/fpIigkMp",on-topic
'295829108691185664',"RT @AshleeTW: @MaxTheWanted what about Australia? We've had over 200 bush fires and now flood & a cyclone in the past 2 months.",on-topic
'295876912281182211',"Australia:&gt; Rain, not dam releases, behind current flood - Brisbane Times http://t.co/9E2b82PW #Business",on-topic
'295679685776527360',"Queensland flood maps http://t.co/h0wQtPOp via @brisbanetimes",on-topic
'295812717590237184',"'Winter wonderland' as foam blankets town during queensland flood crisis - Yahoo!7 http://t.co/TD2J6b0l  via @Y7News",on-topic
